ID ,Month,Year,category,post category,Impressions,From Home,From Hashtags,From Explore,From Other,Saves,Comments,Shares,Likes,Profile Visits,Follows,Hashtags
126,Feb,2022,forts,reel,6426,4490,0,1679,137,131,1,44,580,23,4,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
127,Feb,2022,forts,photo,5500,100,234,5346,123,54,6,22,530,50,15,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
128,Feb,2022,history,video,20054,7011,5492,6844,590,90,33,745,1463,30,10,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
129,Feb,2022,sambhaji maharaj,reel,15268,3288,1510,10102,196,133,1,94,840,40,18,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
130,Feb,2022,shivaji maharaj,photo,2957,2668,24,345,81,16,0,9,313,9,2,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
131,Feb,2022,shivaji maharaj,photo,10132,5150,225,3781,809,49,2,16,986,26,12,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
132,Feb,2022,forts,video,6914,2248,3364,962,177,24,0,17,570,7,6,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
133,Feb,2022,forts,reel,5639,3220,0,1731,498,29,0,97,410,14,6,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
134,Feb,2022,history,reel,67234,4069,3713,57825,1475,604,13,246,5103,382,78,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
135,Feb,2022,facts,video,3824,3061,0,287,249,12,1,14,347,3,6,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
136,Feb,2022,shivaji maharaj,video,7837,2844,1519,3178,74,26,2,46,528,18,6,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
137,Feb,2022,sambhaji maharaj,photo,24351,3442,453,566,343,328,2,241,964,45,50,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
138,Feb,2022,history,photo,8699,2427,1068,4909,107,49,0,12,585,29,2,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
139,Feb,2022,history,video,14024,3122,3543,1221,234,68,3,93,1365,68,45,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
140,Feb,2022,sambhaji maharaj,reel,4026,2274,0,1267,259,14,0,6,301,8,2,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
141,Feb,2022,shivaji maharaj,reel,46765,3327,2070,40884,219,68,13,336,1213,50,12,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
142,Feb,2022,facts,photo,4639,2404,0,1613,288,25,0,19,305,6,6,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
143,Feb,2022,forts,photo,104358,6176,8035,88332,1540,649,5,681,3861,457,154,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
144,Feb,2022,forts,video,12100,4522,0,6102,1040,60,1,60,841,15,12,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
145,Feb,2022,facts,photo,8347,1122,1224,4546,1090,33,3,47,663,50,25,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
146,Feb,2022,forts,video,17791,3471,2373,11594,82,69,1,60,1195,55,4,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
147,Feb,2022,forts,reel,9789,3259,1234,5461,720,30,2,7,732,15,6,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
148,Feb,2022,history,photo,243940,33595,4335,204449,1222,433,53,873,14554,378,110,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
149,Feb,2022,facts,photo,9370,3274,365,4787,890,78,2,37,756,11,8,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
150,Mar,2022,shivaji maharaj,reel,9937,4100,1278,4188,343,63,0,42,763,14,12,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
151,Mar,2022,sambhaji maharaj,reel,1121,3581,1485,5659,75,42,1,18,764,45,10,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
152,Mar,2022,facts,video,13273,5858,1533,5455,340,110,3,182,1505,26,10,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
153,Mar,2022,facts,video,28829,6977,1525,20930,345,225,1,188,2803,46,36,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
154,Mar,2022,forts,photo,23920,4565,6376,12574,96,79,2,28,1736,65,10,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
155,Mar,2022,forts,photo,60220,10125,4521,45205,350,987,9,822,4558,61,66,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
156,Mar,2022,forts,reel,9273,4004,590,4289,11,9,0,2,401,15,2,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
157,Mar,2022,history,reel,55773,6207,8015,45535,640,376,5,267,2304,238,180,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
158,Mar,2022,facts,reel,55459,7821,0,37445,9755,423,21,830,3159,71,54,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
159,Mar,2022,shivaji maharaj,photo,7651,1234,567,2435,4512,127,5,70,7449,234,150,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
160,Mar,2022,sambhaji maharaj,photo,6159,4569,1234,758,299,13,4,6,537,15,16,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
161,Mar,2022,shivaji maharaj,video,53479,4614,6774,40606,1015,791,13,735,3532,386,352,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
162,Mar,2022,shivaji maharaj,photo,122557,9335,0,107771,4827,1333,19,1926,10267,208,96,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
163,Mar,2022,shivaji maharaj,video,94443,3411,1809,87787,848,500,14,702,3740,137,38,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
164,Mar,2022,forts,video,8748,4681,595,2874,563,35,4,12,736,15,16,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
165,Apr,2022,forts,photo,6054,0,0,0,0,152,14,173,5717,230,120,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
166,Apr,2022,history,reel,18945,4835,502,12570,997,126,0,88,1211,61,8,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
167,Apr,2022,sambhaji maharaj,reel,24531,3659,2632,16435,1265,586,2,292,1177,70,64,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
168,Apr,2022,shivaji maharaj,video,17761,7825,576,8724,576,84,5,43,1994,37,88,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
169,Apr,2022,shivaji maharaj,video,53370,5677,6789,3456,40000,211,4,247,3000,200,120,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
170,Apr,2022,forts,photo,32356,5833,481,24824,1170,136,7,232,2417,28,18,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
171,Apr,2022,forts,video,71988,10219,486,57846,3390,590,5,806,4029,66,20,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
172,Apr,2022,history,reel,46415,3987,2931,38472,494,89,4,384,2182,74,16,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
173,May,2022,facts,photo,5440,4526,549,174,64,46,0,65,383,17,4,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
174,May,2022,shivaji maharaj,photo,30895,5821,479,14350,10227,184,13,1056,1871,22,36,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
175,May,2022,sambhaji maharaj,video,15666,2934,1002,11190,75,86,6,111,745,35,22,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
176,May,2022,history,reel,19201,2998,7600,8092,468,67,6,185,1093,13,28,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
177,May,2022,history,photo,13937,3148,418,3467,6891,40,3,349,636,16,10,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
178,May,2022,sambhaji maharaj,reel,6207,2720,488,2669,320,48,0,26,489,13,6,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
179,May,2022,shivaji maharaj,reel,55598,4512,907,47171,2490,556,5,1122,2137,393,248,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
180,May,2022,facts,reel,8965,3969,510,3422,1036,28,0,12,802,15,4,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
181,May,2022,forts,photo,10291,5863,460,1086,2873,95,4,273,595,23,10,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
182,May,2022,forts,video,25140,4740,7454,12138,364,185,7,271,2844,91,18,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
183,May,2022,facts,reel,13317,5838,339,5752,1385,157,5,273,1644,25,16,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
