ID ,Month,Year,category,post category,Impressions,From Home,From Hashtags,From Explore,From Other,Saves,Comments,Shares,Likes,Profile Visits,Follows,Hashtags
184,May,2022,forts,video,11903,4282,3053,4967,69,34,5,139,848,24,4,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
185,May,2022,forts,video,10765,1256,3146,5927,54,34,28,1,745,42,12,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
186,May,2022,history,reel,19852,11112,372,6717,1617,263,8,410,2306,32,14,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
187,May,2022,facts,photo,9015,2919,2106,3263,310,64,4,25,1020,19,8,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
188,May,2022,shivaji maharaj,video,3732,2260,411,821,241,8,0,18,236,3,2,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
189,May,2022,sambhaji maharaj,reel,4029,3500,463,31,19,4,1,19,237,17,2,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
190,May,2022,facts,photo,2783,1877,464,276,164,4,1,4,173,4,2,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
191,Jun,2022,facts,photo,14338,6835,396,4875,2139,105,5,123,1538,52,4,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
192,Jun,2022,shivaji maharaj,video,13923,4134,1942,6805,612,274,4,187,793,50,18,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
193,Jun,2022,forts,reel,25421,5087,3583,15829,432,294,13,212,1515,214,146,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
194,Jun,2022,forts,reel,19808,3762,4068,11169,251,86,8,53,1802,131,20,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
195,Jun,2022,history,video,15767,4009,944,10116,71,44,4,113,919,57,14,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
196,Jun,2022,sambhaji maharaj,video,25578,4181,3081,16777,1016,520,2,169,1302,106,32,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
197,Jun,2022,shivaji maharaj,photo,26940,7418,548,8654,10139,66,20,878,1571,60,24,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
198,Jun,2022,shivaji maharaj,photo,16694,4048,1591,10393,102,87,7,73,1283,64,24,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
199,Jun,2022,forts,video,44269,4456,1246,37474,427,118,9,316,1613,150,22,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
200,Jun,2022,forts,reel,8308,3735,678,3184,707,60,1,33,806,81,42,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
201,Jul,2022,history,reel,22682,4908,1336,15696,193,134,0,53,1400,166,16,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
202,Jul,2022,facts,photo,5884,1892,46,458,3115,21,3,9,640,17,6,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
203,Jul,2022,shivaji maharaj,photo,7693,1750,441,3163,2336,30,1,56,369,9,18,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
204,Jul,2022,sambhaji maharaj,video,5494,3764,482,782,458,22,2,43,401,36,7,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
205,Jul,2022,history,photo,17396,3496,515,12801,582,39,0,29,1309,22,14,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
206,Jul,2022,history,video,60283,4811,1004,452,53442,245,3,208,1710,127,24,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
207,Jul,2022,sambhaji maharaj,reel,30127,4042,810,24367,160,96,5,48,1532,69,22,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
208,Jul,2022,shivaji maharaj,photo,40032,4263,916,33298,1546,255,3,51,4207,68,34,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
209,Jul,2022,facts,photo,92735,4014,1508,84343,2859,321,2,97,7602,91,42,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
210,Jul,2022,forts,video,829351,4854,3689,816934,2821,2764,43,1569,22721,3238,1164,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
211,Jul,2022,forts,reel,70304,4325,1874,61326,2770,394,224,7,5219,124,68,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
212,Jul,2022,facts,reel,216258,7549,4697,201668,2310,967,18,587,15190,270,210,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
213,Aug,2022,forts,video,181380,4995,2180,170480,4234,1083,15,698,13396,423,328,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
214,Aug,2022,forts,video,643888,2936,2186,633949,3342,2792,42,1312,16013,1497,1584,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
215,Aug,2022,history,photo,440089,5995,2579,428735,3093,684,14,904,19815,487,330,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
216,Aug,2022,facts,photo,152664,2734,2374,14550,1306,978,11,700,7107,155,70,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
217,Aug,2022,shivaji maharaj,reel,50884,2752,2655,43812,1641,300,7,172,2473,93,44,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
218,Aug,2022,sambhaji maharaj,reel,78980,5221,2959,69676,402,329,6,188,5001,204,94,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
219,Aug,2022,facts,photo,142782,6748,3059,127817,5111,1436,30,1014,9085,207,136,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
220,Aug,2022,facts,video,53750,5666,2616,44044,1371,199,13,192,1873,92,34,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
221,Aug,2022,history,reel,16068,2742,2760,9680,115,37,0,8,628,34,12,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
222,Sep,2022,history,photo,281383,2004,2813,269302,6350,1461,25,773,19062,419,364,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
223,Sep,2022,history,video,83382,5019,3040,73371,1718,230,40,77,4255,167,80,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
224,Sep,2022,forts,reel,17689,3295,2824,10503,158,82,2,31,979,45,22,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
225,Sep,2022,forts,reel,31982,2590,2944,24781,1661,168,6,110,730,27,14,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
226,Sep,2022,sambhaji maharaj,photo,39886,3290,3509,32206,864,190,6,141,1946,57,28,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
227,Sep,2022,shivaji maharaj,photo,113158,3322,3603,104184,785,564,7,332,4012,381,286,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
228,Sep,2022,shivaji maharaj,video,38179,2611,4429,28824,408,108,3,31,1732,98,24,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
229,Sep,2022,forts,reel,393848,2942,3842,382890,4143,2441,25,1486,15373,1392,974,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
230,Sep,2022,history,photo,284345,1646,4240,274539,3873,899,20,659,5221,415,494,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
231,Oct,2022,facts,photo,75237,1844,4190,67403,339,142,9,198,2174,66,24,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
232,Oct,2022,facts,video,24596,1716,4422,16943,118,86,1,13,1167,51,26,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
233,Oct,2022,shivaji maharaj,reel,15191,1137,4209,9137,704,90,2,52,776,26,11,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
234,Oct,2022,shivaji maharaj,reel,50687,1552,4646,43358,238,142,2,129,1770,103,17,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
235,Oct,2022,forts,video,31932,1598,4424,24574,1331,129,5,193,2125,108,19,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
236,Oct,2022,forts,video,16997,1096,3820,11436,630,74,2,34,1159,34,10,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
237,Oct,2022,history,photo,20777,893,2438,16698,742,133,4,55,954,66,16,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
238,Oct,2022,forts,photo,33954,1627,2493,29224,611,71,11,66,1433,43,14,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
239,Oct,2022,shivaji maharaj,video,51103,2274,1040,47094,227,182,1,137,2464,112,54,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
240,Oct,2022,forts,reel,25237,1853,837,21030,951,504,7,130,1104,161,54,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
241,Nov,2022,history,reel,6717,1477,1243,3478,136,81,2,28,683,51,28,#gadkille2021_maharahtra #marathaempire #shivajiraje #shivray_samrajy #marathas #hariharfort #sahyadri_clickers #maharashtra_clickers #maharashtra_igers #maharashtraforts #durg_naad #fort #killa #huntforspot #raigad #sahyadri #trek #raigad #royalmarathi #insta_maharashtra #maharashtra_forts #maharashtra_desha #raigadfort #tourism #shivaji #shivajimaharajhistory #shivajimaharaj #chatrapati #pune
